country,ico_start,ico_end,price_usd,goal,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Estonia,,,0.01,0,0.5,,2500000000.0,Yes,N,1,,15/07/2018,15/09/2018,0.0045,http://maketoken.io/MAKE%20Whitepaper%200.1.2.pdf,TBD,https://www.github.com/MAKEToken?tab=repositories,https://www.maketoken.io?utm_source=icobench,4.2,13.0,1
Switzerland,01/09/2018,01/11/2018,0.05,0,0.45,,405000000.0,Y,Y,1.0,AVAILABLE,,,0.0385,https://gogomimic.com/docs/Mimic_White_Paper.pdf,https://www.linkedin.com/company/mimictrades/,https://www.github.com/mimic-trades?tab=repositories,https://gogomimic.com/?utm_source=icobench,3.8,18.0,True
Gibraltar,03/07/2019,03/07/2019,,0,0.3,,300000000.0,Y,Yes,no,Present,,,,https://drive.google.com/file/d/1sujDvBBmkr-OyVZt5wBkNGIMpjQ2qihS/view,,https://www.github.com/noia-network?tab=repositories,http://noia.network/?utm_source=icobench,3.8,16.0,1
USA,07/08/2018,15/09/2018,0.1,0,0.5,,500000000.0,Yes,Yes,1,Available,27/04/2018,06/08/2018,0.1,https://www.pavocoin.com/doc/PAVO_whitepaper_en.pdf,,https://www.github.com/pavocoin?tab=repositories,https://www.pavocoin.com/?utm_source=listing&utm_medium=icobench,3.6,27.0,true
UK,14/04/2018,14/06/2018,0.143422707,0,0.3,,75000000.0,Y,True,Y,,,,,https://prontapay.io/White-Paper-v1.0.pdf,,,https://www.prontapay.io?utm_source=icobench,4.0,11.0,True
Singapore,01/01/2019,28/02/2019,0.04,0,0.45,,675000000.0,y,yes,no,,12/12/2018,31/12/2018,,https://www.qobit.com/wp-content/themes/qobit/img/Qobit-Whitepaper-en-1.0.pdf?2,https://www.linkedin.com/company/qobit/,https://www.github.com/adamchin02?tab=repositories,https://www.qobit.com?utm_source=icobench,3.8,9.0,TRUE
Bulgaria,,,0.06,0,0.68,,500000000.0,no,Yes,yes,yes,,,0.04,,TBD,https://www.github.com/TanzoICO?tab=repositories,https://tanzo.io/?utm_source=icobench,4.2,13.0,T
British Virgin Islands,,,1.0,0,0.34,,340000000.0,yes,Yes,1,,,,1.0,https://tontinetrust.com/whitepaper-nt/TontineTrust.Non-Technical.Whitepaper.(V1.01D).pdf,TBD,,https://tontine.com/?utm_source=icobench,3.7,7.0,0
USA,22/04/2019,22/04/2019,0.0054,1,0.35,,1750000000.0,Yes,true,yes,Yes,10/09/2018,31/10/2018,,https://x-block.io/xblockfile/X-blockWhitepaper.pdf,https://www.linkedin.com/company/silkroadcoin,https://www.github.com/X-Block?tab=repositories,https://x-block.io/?utm_source=icobench,3.8,6.0,1.0
Germany,01/01/2020,01/01/2021,0.0005,1,0.6,,30000000000.0,NO,no,0.0,Available ,27/04/2018,28/05/2018,0.0005,https://zeon.network/whitepaper.pdf,https://www.linkedin.com/company/zeon-coin/,https://www.github.com/ZeonNetwork?tab=repositories,https://zeonc.com?utm_source=icobench,3.6,10.0,false
UK,,,0.2,0,0.51,,121330000.0,Yes,True,0.0,AVAILABLE,,,0.1,https://www.zerocarbonproject.com/white-paper/,TBD,https://www.github.com/zerocarbonproject?tab=repositories,https://www.zerocarbonproject.com?utm_source=icobench,4.1,7.0,True
South Africa,01/04/2020,31/12/2019,0.3,0,,,20000000.0,NO,Yes,0,,05/03/2019,31/03/2019,0.2,https://amark.io/wp-content/uploads/2019/02/AMARK-Presentation.pdf,https://www.linkedin.com/company/amark-io/,https://www.github.com/amarkio?tab=repositories,https://amark.io/?utm_source=icobench,3.7,8.0,True
Singapore,,,0.15,0,0.4,,260000000.0,no,True,Y,,14/12/2018,31/03/2019,115.0,https://www.arcadierx.io/assets/uploads/documents/arcadierx_whitepaper.pdf,TBD,https://www.github.com/arcadierx?tab=repositories,https://www.arcadierx.io/?utm_source=icobench,3.7,16.0,TRUE
UK,12/02/2018,19/03/2018,0.08,0,1.0,,500000000.0,No,0,0,,,,,http://baikalika.io/baikalika_en.pdf,,https://www.github.com/baikalikaICO?tab=repositories,http://baikalika.io/?utm_source=icobench,3.9,5.0,1
USA,,,0.05,0,0.85,,21250000.0,n,True,1.0,,17/06/2019,24/06/2019,0.05,https://cdn.website-editor.net/f1498836dcf44badb4370c6f464afe4b/files/uploaded/BitaciuM%2520WhitepaPER.pdf,TBD,https://www.github.com/Bitacium?tab=repositories,https://www.bitacium.io/?utm_source=icobench,3.3,7.0,1.0
Georgia,15/09/2018,25/12/2018,1.0,0,0.74,,53600000.0,N,Y,Yes,,,,,https://www.bixtrim.com/assets/pdf/whitepaper-en.pdf,,https://www.github.com/bixtrim?tab=repositories,https://www.bixtrim.com?utm_source=icobench,3.7,27.0,True
Singapore,20/09/2018,20/10/2018,0.1,0,0.45,,135000000.0,NO,Y,Yes,,06/09/2018,19/09/2018,0.07,https://drive.google.com/file/d/11ZevZaCwYSG_0iv8On810w3Sjj2E5FLq/view,https://www.linkedin.com/company/block66/,https://www.github.com/kamilmieczakowski?tab=repositories,https://block66.io/?utm_source=icobench,3.9,17.0,TRUE
Norway,03/04/2018,19/05/2018,2.74,1,81.0,,4453135.0,Y,True,yes,,,,,https://adobeindd.com/view/publications/2ff28c3d-68bc-46ab-a29e-b797315829a1/7vnu/publication-web-resources/pdf/Whitepaper_v2.pdf,,https://www.github.com/bulltech?tab=repositories,https://bulltoken.tech/?utm_source=icobench&utm_medium=icolisting,4.0,27.0,true
Singapore,01/07/2018,31/07/2018,0.0227,0,0.1,,1000000000.0,N,N,yes,yes,01/05/2018,30/06/2018,0.0114,https://www.calorieco.in/resources/pdf/Cal%20White%20Paper_EN.pdf,https://www.linkedin.com/company/caloriecoin/,https://www.github.com/CLCFOUNDATION?tab=repositories,http://www.calorieco.in?utm_source=icobench,3.7,7.0,TRUE
Russia,10/06/2018,02/08/2018,0.16,1,0.36,,158964924.0,Yes,1,No,available,,,0.08,http://www.casperproject.io/docs/Casper_whitepaper_eng.pdf,,https://www.github.com/Casper-dev?tab=repositories,http://www.casperproject.io/?utm_source=icobench,4.1,17.0,1
Ireland,11/05/2018,25/05/2018,0.4,0,0.3,,60000000.0,Y,yes,1.0,,,,0.2,http://checkitsreal.io/documents/checkitsreal-WP-Final.pdf,https://www.linkedin.com/company/checkitsreal/,https://www.github.com/checkitsreal?tab=repositories,http://checkitsreal.io/index.html?utm_source=icobench,3.6,13.0,TRUE
Israel,16/10/2018,16/01/2019,0.18,0,0.35,,269500000.0,n,Y,yes,,29/05/2018,16/10/2018,0.144,https://www.coalichain.io/images/pdf/coalichain.pdf,https://www.linkedin.com/showcase/coalichain/,https://www.github.com/coalichain?tab=repositories,https://www.coalichain.io/?utm_source=icobench,3.7,31.0,True
UK,,,1.0,1,0.7,,,Y,Y,0,,30/04/2019,30/06/2019,,http://coinerium.io/Whitepaper_V1_EN.pdf,TBD,https://www.github.com/coinerium?tab=repositories,https://coinerium.io/?utm_source=icobench,3.7,7.0,False
Singapore,15/10/2018,15/11/2018,0.09,0,0.5,,250000000.0,Yes,True,0,Available,15/09/2018,15/10/2018,0.072,https://files.crediblenetwork.io/public/Smartpesa+Credible+Whitepaper+English+(Latest).pdf,https://www.linkedin.com/company/smartpesa/,https://www.github.com/crediblenetwork?tab=repositories,https://www.crediblenetwork.io/?utm_source=icobench,3.8,18.0,T
Israel,,,0.25,0,0.55,,275000000.0,y,1,1.0,Yes,11/06/2018,11/07/2018,,http://crypstock.io/assets/Crypstock_wp_eng.pdf,TBD,,http://crypstock.io/?utm_source=icobench,4.0,13.0,TRUE
Singapore,31/08/2018,15/10/2018,0.1,0,0.2,,1000000000.0,yes,1.0,no,,,,,https://dclinic.io/assets/doc/dClinic--whitepaper--new.pdf,https://www.linkedin.com/company/dclinic-io/,https://www.github.com/dclinic?tab=repositories,https://dclinic.io/?utm_source=icobench,3.7,19.0,true
USA,30/04/2018,31/12/2018,1.0,0,0.7,,18700000.0,Y,1.0,1,,19/02/2018,05/03/2018,1.5,https://www.deedcoinlaunch.com/documents/Deedcoin%20White%20Paper.pdf,https://www.linkedin.com/company/deedcoinlaunch/,https://www.github.com/TeamDeedCoin?tab=repositories,https://www.deedcoinlaunch.com/?utm_source=icobench,3.6,8.0,1.0
UK,11/05/2018,22/07/2018,0.9162,1,0.55,,55000000.0,No,1.0,no,Available,12/04/2018,03/05/2018,0.389771515,https://www.dice.money/white-paper,https://www.linkedin.com/company/smartpesa/,https://www.github.com/orgs?tab=repositories,https://dice.money?utm_source=icobench,4.2,23.0,1.0
Singapore,27/06/2018,03/07/2018,0.25,0,0.8,,125000000.0,no,1.0,yes,Available,,,0.25,https://beepbeepnation.com/eminent-white-paper-2.4.pdf,https://www.linkedin.com/showcase/eminent-token/,https://www.github.com/bbNonetion?tab=repositories,https://eminent.beepbeepnation.com?utm_source=icobench,3.7,9.0,1
Singapore,15/08/2018,15/09/2018,0.0134,0,0.3,,630000000.0,yes,yes,0,available,,,,http://eontoken.io/EON-Whitepaper.pdf,https://www.linkedin.com/company/eonblockchain/,https://www.github.com/eontoken?tab=repositories,http://eontoken.io?utm_source=icobench,4.3,11.0,T
UK,25/06/2018,30/07/2018,0.09,0,,,500000000.0,YES,True,No,,15/06/2018,25/06/2018,0.04,https://www.erntoken.io/wp-content/uploads/2018/06/WhitePaper.pdf,https://www.linkedin.com/company/erntokenofficial/,https://www.github.com/erntoken?tab=repositories,http://erntoken.com/?utm_source=icobench,3.7,11.0,TRUE
Estonia,31/07/2018,15/08/2018,0.01,0,0.46,,4600000000.0,y,True,1,Yes,,,,https://www.eyeglob.net/EGN%20whitepaper%20v1.03.pdf,https://www.linkedin.com/company/eyeglobnet/,https://www.github.com/EYEGLOBNET?tab=repositories,https://www.eyeglob.net?utm_source=icobench,3.7,30.0,true
Singapore,15/07/2020,15/01/2021,0.12,0,0.5,,600000000.0,Y,true,0.0,Available ,01/07/2020,14/07/2020,,https://ico.finxflo.com/wp-content/uploads/2020/06/FXF-White-Paper_May-10-06-20.pdf,https://www.linkedin.com/company/dice-money/,,https://ico.finxflo.com/?utm_source=icobench,4.5,9.0,T
France,10/11/2018,10/12/2018,0.05,0,0.3,,200000000.0,Yes,1,N,Available,,,,https://s3-eu-west-1.amazonaws.com/galion/Galion_Whitepaper.pdf,,https://www.github.com/galion-io?tab=repositories,https://galion.io/?utm_source=icobench,3.9,13.0,True
Switzerland,15/03/2018,30/07/2018,0.38206501,0,0.64,,160000000.0,YES,1.0,0,available,,,,https://www.homelend.io/files/Whitepaper.pdf,https://www.linkedin.com/company/dmc-homelend-ltd/,https://www.github.com/HomeLend?tab=repositories,https://www.homelend.io?utm_source=icobench,4.1,17.0,1
Cyprus,01/08/2019,31/12/2020,0.3,0,0.4,,40000000.0,n,yes,no,AVAILABLE,,,,https://safecalls.io/ieo/docs/SCTelecomWPv1.2.pdf,https://www.linkedin.com/company/sctelecom/,,https://irbis.network?utm_source=icobench,4.2,12.0,TRUE
Malta,17/06/2018,01/08/2018,,0,0.75,,2700000000.0,NO,0,yes,,18/04/2018,16/06/2018,0.0289,https://www.ligercoin.com/wp-content/uploads/2018/04/Liger-Whitepaper.pdf,https://www.linkedin.com/company/theligercoin/,https://www.github.com/LigerCoin?tab=repositories,https://www.ligercoin.com/?utm_source=icobench,4.0,9.0,1.0
Singapore,15/12/2018,15/02/2019,1.0,0,0.9356,,63746032.0,n,1.0,1,available,,,,https://liqnet.io/static/docs/Liqnet_WhitePaper_en.pdf,https://www.linkedin.com/company/finxflo-official/,,https://liqnet.com/?utm_source=icobench,4.0,18.0,true
Australia,,,0.1,0,0.4,,400000000.0,y,yes,Y,Present,,,,https://littlephil.org/assets/whitepaper/little-phil-whitepaper.pdf,TBD,https://www.github.com/Little-Phil?tab=repositories,http://littlephil.org/?utm_source=icobench,3.7,29.0,True
Serbia,14/12/2018,29/01/2019,0.01,0,0.7,,70000000.0,Y,1,1,yes,,,,https://loycha.com/whitepaper.pdf,https://www.linkedin.com/company/loycha-official/,,https://loycha.com?utm_source=icobench,3.7,16.0,F
Isle of Man,,,0.75,0,0.6,,60000000.0,y,True,Y,,,,,,https://www.linkedin.com/company/sctelecom/,https://www.github.com/MinervaToken?tab=repositories,https://minerva.com/?utm_source=icobench,3.9,11.0,1
Estonia,,,,0,0.8,,140000000.0,YES,True,Y,,22/03/2018,22/05/2018,0.1179245,http://nafen.co/files/whitepaper.pdf,TBD,https://www.github.com/NonefenICO?tab=repositories,https://nafen.co/?utm_source=icobench,4.2,12.0,T
Israel,01/09/2018,31/08/2019,0.1,0,,,,n,Yes,0.0,,,,0.1,https://www.orbs.com/orbs-position-paper,,https://www.github.com/https:?tab=repositories,https://orbs.com?utm_source=icobench,4.0,46.0,1.0
Singapore,,,0.02,0,0.35,,525000000.0,N,Y,yes,,17/09/2019,,,https://planchain.io/wp-content/uploads/2019/08/onepager-28-08-2019.pdf,TBD,https://www.github.com/planchain?tab=repositories,https://planchain.io/?utm_source=icobench,3.7,13.0,F
Australia,25/07/2018,,0.1,0,0.7,,280000000.0,Y,1.0,yes,,,,,https://plentix.io/assets/download/plentix_whitepaper_v6.pdf,TBD,https://www.github.com/yashartp?tab=repositories,https://plentix.io/?utm_source=icobench,4.1,16.0,true
Switzerland,01/09/2018,28/02/2019,0.1,0,0.7,,,NO,true,Y,,01/08/2018,31/08/2018,0.1,https://www.primary.io/wp-content/uploads/PRIMARY_Whitepaper_v1.1.pdf,,https://www.github.com/rent24PRIMARY?tab=repositories,https://www.primary.io?utm_source=icobench,3.8,19.0,False
Netherlands,,,0.1,0,0.65,,325000000.0,no,1,no,available,01/06/2018,14/07/2018,,https://registryblocks.com/RegistryBlocksWhitepaper.pdf,TBD,https://www.github.com/RegBlocks?tab=repositories,https://registryblocks.com/?utm_source=icobench,3.6,14.0,TRUE
Japan,20/11/2018,20/01/2019,0.5,0,0.9,,33000000.0,no,false,No,,,,0.3,https://ryfts.io/assets/pdf/whitepaper/Ryfts-WhitePaper-v1.1.pdf,https://www.linkedin.com/company/ryfts/,https://www.github.com/ryfts?tab=repositories,https://ryfts.io/?utm_source=icobench,3.9,9.0,true
Lithuania,,,0.07,0,0.3,,300000000.0,y,Yes,N,available,,,,https://www.safein.com/summary/safein_whitepaper.pdf,https://www.linkedin.com/company/prepayway/,https://www.github.com/safeincom?tab=repositories,https://www.safein.com/?utm_source=icobench,3.7,13.0,1.0
Singapore,05/03/2018,26/03/2018,0.853684021,0,0.64,1860977.0,,Yes,Y,yes,available,,,,https://selfllery.com/wp/selfllery_whitepaper_en.pdf,https://www.linkedin.com/company/selfllery/,https://www.github.com/Selfllery?tab=repositories,https://tge.selfllery.com/?utm_source=icobench,4.1,20.0,1
Brazil,01/07/2019,01/08/2019,1.07966835,0,0.59,,5900000.0,n,0,No,Available ,01/06/2019,01/07/2019,1.0228437,https://sportcash.one/documents/SPORTCASH%20ONE%20White%20Paper.pdf,https://www.linkedin.com/company/sportcashone/,https://www.github.com/sportcashone?tab=repositories,https://sportcash.one/?utm_source=icobench,3.7,7.0,
UK,,,1.0,0,0.15,2719363530.0,600000000.0,NO,yes,1.0,Available,15/03/2018,15/06/2018,0.5,https://www.talenthon.io/docs/whitepaper_talenthon.pdf,TBD,https://www.github.com/TalenthonICO?tab=repositories,https://www.talenthon.io?utm_source=icobench,3.6,8.0,1.0
Estonia,23/07/2018,12/09/2018,0.450852997,0,0.6,,,YES,1.0,yes,Available ,,,,https://teambrella.com/whitepaper.pdf,https://www.linkedin.com/company/teambrella/,https://www.github.com/teambrella?tab=repositories,https://tokens.teambrella.com?utm_source=icobench,3.9,9.0,1.0
Malta,03/02/2019,03/03/2019,0.038,0,0.6,,540000000.0,NO,N,Yes,Yes,03/01/2019,31/01/2019,0.032,https://docs.wixstatic.com/ugd/c118a6_716858e6e5624ea0ab087846e9992339.pdf,https://www.linkedin.com/company/the-tryvium-company-ltd/,https://www.github.com/tryvium-platform?tab=repositories,https://tryvium.io?utm_source=icobench,3.7,15.0,T
Canada,21/06/2018,05/07/2018,0.1,0,0.33,,,YES,True,0,available,,,0.05,https://www.tuurnt.io/tuurnt_whitepaper.pdf,https://www.linkedin.com/company/tuurnt/,,https://tuurnt.io/?utm_source=icobench,3.9,11.0,1
Singapore,10/12/2018,10/01/2019,0.1,0,0.75,,750000000.0,YES,Yes,1,available,,,,https://universal.gamestoken.io/whitepaper.pdf,https://www.linkedin.com/company/universalgamestoken/,https://www.github.com/universalgamestoken?tab=repositories,https://universal.gamestoken.io?utm_source=icobench,4.0,19.0,true
USA,15/04/2018,,0.12,0,0.5,,437500000.0,Y,Y,Yes,Present,,,0.08,https://s3.us-east-2.amazonaws.com/urtoken/URT-WPv07b.pdf,TBD,https://www.github.com/urtoken?tab=repositories,https://urtoken.net/?utm_source=icobench,3.5,10.0,1.0
UK,04/07/2018,,0.67,0,0.7,,,yes,1.0,N,,,,,,TBD,https://www.github.com/verv-vlux?tab=repositories,http://vlux.io?utm_source=icobench,3.9,10.0,true
USA,15/12/2018,15/01/2019,0.0146,0,0.5,,500000000.0,YES,N,N,Present,,,0.0146,https://workchain.io/whitepaper,https://www.linkedin.com/company/workchain-io/,https://www.github.com/workchainio?tab=repositories,https://workchain.io?utm_source=icobench,3.7,22.0,TRUE
British Virgin Islands,,,0.09,0,0.3,,300000000.0,No,1.0,no,,16/11/2018,22/12/2018,,https://433token.io/media/docs/433token_whitepaper_en_v11_K2389lc.pdf,TBD,https://www.github.com/holdex?tab=repositories,https://433token.io/?utm_source=icobench,3.8,15.0,T
Singapore,,,0.076,1,0.65,,318500000.0,No,True,1,AVAILABLE,,,,https://agatechain.org/pdf/WhitePaper/Agate_whitepaper_English.pdf,TBD,https://www.github.com/AgateChain?tab=repositories,https://www.agatechain.org/?utm_source=icobench,3.9,22.0,true
Estonia,,,2.0,0,0.75,,88000000.0,Yes,1,N,AVAILABLE,,,0.25,https://aibb.io/wp-content/uploads/2017/10/AiBB-White-Paper-Final.pdf,TBD,,https://aibb.io/?utm_source=icobench,3.6,16.0,1
UK,22/10/2018,29/11/2018,0.1,0,0.8,,200000000.0,Yes,yes,Y,,29/05/2018,15/10/2018,0.1,https://air-pod.io/wp-content/uploads/2018/02/AirPod_Whitepaper_A4.pdf,https://www.linkedin.com/company/airpod-technologies/,,https://air-pod.io?utm_source=icobench,4.2,15.0,1.0
Switzerland,27/08/2018,20/12/2018,0.06,0,196.0,,166666667.0,Y,True,1,,,,,http://documents.asqpro.io/d51f20cf/whitepaper.pdf,https://www.linkedin.com/company/asqprotocol/,,https://asqpro.io/?utm_source=icobench,3.8,13.0,TRUE
South Africa,28/05/2018,31/08/2018,1.0,0,0.1,,50000000.0,No,yes,1.0,,02/04/2018,26/05/2018,,https://benchmarktoken.io/static/files/Benchmark_White_Paper.pdf,https://www.linkedin.com/company/benchmarktoken/,,https://benchmarktoken.io/en/?utm_source=icobench,3.6,20.0,1
Malta,26/04/2018,21/06/2018,0.05,0,0.1,,150000000.0,YES,1,N,Present,,,0.05,https://bidipass.org/wp-content/uploads/2018/03/WHITEPAPER-5.0.5.pdf,https://www.linkedin.com/company/agate-blockchain/,https://www.github.com/BidiPassCompany?tab=repositories,https://bidipass.org/?utm_source=icobench,3.9,12.0,T
UK,21/05/2018,,0.11,0,0.65,,422500000.0,y,Y,No,Yes,,,0.07,,TBD,,https://cargoconx.net/?utm_source=icobench,3.5,12.0,FALSE
UK,14/03/2020,14/03/2021,0.38,0,0.04,,,No,yes,no,AVAILABLE,,,,https://www.joincentric.com/docs/Centric_Whitepaper.pdf,,https://www.github.com/Centric-Org?tab=repositories,https://www.centrictokensale.com?utm_source=icobench,3.5,8.0,FALSE
Singapore,01/03/2020,31/12/2025,0.1,0,0.3,,300000000.0,N,Yes,Y,yes,,,,https://cryptosmartbeta.com/wp-content/uploads/docs/whitepaper_en.pdf,https://www.linkedin.com/company/cryptocommonwealth/,https://www.github.com/CryptoCommonWealth?tab=repositories,https://cryptocommonwealth.co?utm_source=icobench,3.9,7.0,TRUE
British Virgin Islands,,,,0,0.6,,7200000000.0,N,Yes,Y,yes,01/07/2018,31/07/2018,0.003,https://www.cryptovationx.io/whitepaper.pdf,TBD,https://www.github.com/cryptovationx?tab=repositories,https://www.cryptovationx.io/?utm_source=icobench,3.7,43.0,1.0
Singapore,01/05/2019,31/05/2019,0.0044,0,0.15,,750000000.0,No,1.0,1.0,Yes,01/05/2019,31/05/2019,,https://www.dapp.com/token/Dapp_WhitePaper_en.pdf,https://www.linkedin.com/company/dapp-com/,,https://token.dapp.com/?utm_source=icobench,3.6,9.0,True
UK,,,0.0165,0,0.8,,8000000000.0,n,True,Yes,,15/03/2018,20/04/2018,0.0171,https://dehedge.com/documents/13.03.-18-dehedge-whitepaper-en-2.pdf,TBD,,https://dehedge.com/?utm_source=icobench,3.9,19.0,TRUE
Malta,01/08/2018,15/09/2018,0.05,0,0.51,,396000000.0,Yes,1,yes,,15/06/2018,31/07/2018,0.05,https://discoveryiot.com/whitepaper_EN.pdf,https://www.linkedin.com/company/discoveryiot/,,https://discoveryiot.com/?utm_source=icobench,4.0,18.0,1
British Virgin Islands,,,0.55,0,0.6,,150000000.0,Y,1.0,Y,Present,,,0.4,https://elementsestates.io/ElementsEstates-whitepaper.pdf,TBD,,https://elementsestates.io/?utm_source=icobench,3.8,16.0,1
Nigeria,15/09/2019,31/08/2019,,0,0.75,,7500000000.0,no,False,yes,AVAILABLE,,,,,https://www.linkedin.com/company/exclusiveplatform/,https://www.github.com/xpl-developers?tab=repositories,https://exclusiveplatform.com/?utm_source=icobench,3.8,10.0,T
Liechtenstein,,,0.034,0,0.65,,1000000000000.0,YES,True,1,available,,,,https://extauri.com/document/whitepaper,TBD,https://www.github.com/extauri?tab=repositories,https://extauri.com?utm_source=icobench,3.5,21.0,true
Malta,01/11/2018,30/11/2018,0.132581329,0,0.58,,87000000.0,Y,1.0,Y,Present,01/10/2018,01/11/2018,0.110484441,http://www.gameprotocol.io/whitepaper,https://www.linkedin.com/company/game-protocol/,https://www.github.com/Game-Protocol?tab=repositories,http://www.gameprotocol.io/?utm_source=icobench,3.8,23.0,true
Singapore,01/10/2018,31/12/2018,0.01,0,0.51,,2550000000.0,Yes,true,N,,,,,https://www.gamedex.co/docs/Gamedex_Whitepaper.pdf?utm_source=undefined&utm_medium=undefined&utm_campaign=undefined&ref=undefined,https://www.linkedin.com/company/gamedex/,https://www.github.com/cgarvie?tab=repositories,https://www.gamedex.co?utm_source=icobench,3.5,12.0,True
